Country_Name,Country_Code,Indicator_Name,Indicator_Code,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
Euro area,EMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,1973.104224,4387.245988,8408.394015,6625.773196,16083.54996,20006.66108,17019.35914,26808.80197,31142.82419,28332.38353
Euro area,EMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,1773.469015,2967.910337,3836.308808,3522.567853
Euro area,EMU,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0.02405418,0.062258695,0.1893797,1.006568658
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,923.4242474,1468.912979,2237.32132,5077.577307,9806.320973,7836.780521,18900.36666,23696.93832,20165.78053,31936.04537,37567.13056,34381.55479
Euro area,EMU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,83.65019436,85.54252826,90.19339793,92.58042332,95.95075779,96.90195125,95.32006155
Euro area,EMU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,67.7082915,77.92395187,85.13799405,91.59273138
Euro area,EMU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,57.37394218,73.56100905,81.26104716,86.80222646,91.43399827,93.17809875,93.157999
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.29058091,70.3291237,71.15815158,72.16923441,73.52860666,74.75718779,75.91180788,76.95586059,78.27507038,79.426283,80.74678098,81.56922911
Euro area,EMU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,,9.578546843,7.300174974,5.80203626,4.8168058,4.196954545,3.828063954
Euro area,EMU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,99.71785016,99.75610718,99.78573328,99.80443416
Euro area,EMU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,98.55499454,98.66130461,98.76525484,98.83837151
Euro area,EMU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,95.5774205,96.34321759,97.17925856,97.91448207
Euro area,EMU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,89.74568672,90.44189996,92.53132241,93.76586602
Euro area,EMU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Europe & Central Asia,ECS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,1149.659331,2464.408962,4657.944905,3689.027861,8542.591679,10475.95464,9785.251312,16113.47332,19480.4654,18567.38232
Europe & Central Asia,ECS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,917.6682405,1634.721912,2152.745213,2105.062342
Europe & Central Asia,ECS,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0.17334413,0.356755519,0.642956166,0.853165224
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,1377.570331,3015.572339,5794.571615,4653.137447,10520.67219,12690.01745,11645.97473,19222.374,23604.68119,22551.60089
Europe & Central Asia,ECS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,86.7096011,92.88414548,95.02574605,94.38769753,93.04718586
Europe & Central Asia,ECS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,86.9145358,90.04522162,90.98404116
Europe & Central Asia,ECS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,83.92968622,90.74524364,93.02468053,93.35054061,93.80756649
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.02654161,68.29079789,68.96923607,69.58321775,70.16834725,71.15681631,72.05158243,71.71001973,73.03094508,74.12096022,75.94068464,77.24096245
Europe & Central Asia,ECS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,,30.7,27.4,21.4,15.7,12,9.7
Europe & Central Asia,ECS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,96.77180442,97.32059616,97.7130994,98.10693522
Europe & Central Asia,ECS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,92.37985212,93.19734089,95.03670566,96.35420199
Europe & Central Asia,ECS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,87.30722984,88.78792725,90.38279154,91.52835005
Europe & Central Asia,ECS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,60.55124324,62.14136468,64.59378549,66.72874188
Europe & Central Asia,ECS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,1242.168412,1402.8282,3383.804312,6197.371933,6063.869441
Europe & Central Asia (excluding high income),ECA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,91.62275049,229.3465143,416.8263255,381.0342329
Europe & Central Asia (excluding high income),ECA,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0.284800614,0.581417035,1.139010093,1.003877953
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2475.480052,1965.632786,1790.954858,4269.885041,7780.766654,7461.211702
Europe & Central Asia (excluding high income),ECA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,81.18137654,92.32779392,94.48407109,92.30555584,91.07904679
Europe & Central Asia (excluding high income),ECA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,90.97345437,91.69067824,90.99853253
Europe & Central Asia (excluding high income),ECA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,81.84646351,92.72188847,94.9606348,93.48710415,94.14387244
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.18187386,64.96022347,65.73597003,65.92293066,66.08832471,67.20017693,68.08292809,65.97089651,67.34224196,68.18836886,70.64357926,72.59582795
Europe & Central Asia (excluding high income),ECA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,,47.44302851,45.64045902,36.25674225,25.70196297,18.80255771,14.35145902
Europe & Central Asia (excluding high income),ECA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,93.05225209,94.22090865,95.08474237,95.86613459
Europe & Central Asia (excluding high income),ECA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,86.46293299,88.70773124,91.43423112,93.94206536
Europe & Central Asia (excluding high income),ECA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,68.84398526,70.96396954,74.94360944,77.47704796
Europe & Central Asia (excluding high income),ECA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,51.28530384,53.16307722,56.24590686,60.48224462
Europe & Central Asia (excluding high income),ECA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,1432.341726,1639.777209,3744.806528,6653.685486,6538.136158
Europe & Central Asia (IDA & IBRD countries),TEC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,106.4537683,256.6200265,460.7139697,423.5850839
Europe & Central Asia (IDA & IBRD countries),TEC,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0.241837517,0.550196089,0.99381589,0.891452157
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2388.683114,2132.293971,2053.649133,4678.617401,8276.643651,7997.067603
Europe & Central Asia (IDA & IBRD countries),TEC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,83.06317294,93.00841351,94.8797988,92.85450041,91.41441943
Europe & Central Asia (IDA & IBRD countries),TEC,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,91.69433981,92.38769757,91.26029793
Europe & Central Asia (IDA & IBRD countries),TEC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,83.48373496,93.24333666,95.2400751,93.86599027,94.00952317
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.79518213,65.57530148,66.29847971,66.62781119,66.68745561,67.69475031,68.47606647,66.75899044,68.16028141,69.03747919,71.31382423,73.14858138
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,,44.25357946,42.32105038,33.64800539,24.11092753,17.71646602,13.59754422
Europe & Central Asia (IDA & IBRD countries),TEC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,93.50936932,94.8028721,95.55064589,96.35065201
Europe & Central Asia (IDA & IBRD countries),TEC,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,86.67251774,88.30656359,91.15828838,93.79235461
Europe & Central Asia (IDA & IBRD countries),TEC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,69.98475772,74.25240581,77.65374619,79.95951495
Europe & Central Asia (IDA & IBRD countries),TEC,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,54.49123016,56.51580099,59.95684843,64.34706868
Europe & Central Asia (IDA & IBRD countries),TEC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
European Union,EUU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,1646.911387,3650.194473,6905.366292,5436.629603,13064.88491,16386.24989,14223.78971,22884.1315,27261.51941,25118.18743
European Union,EUU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,1441.015708,2479.528241,3255.782086,3038.895187
European Union,EUU,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0.017845963,0.101261408,0.161588404,0.794938843
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,1879.612459,4246.231644,8100.748759,6470.741905,15459.35878,19464.22249,16908.72319,27330.99365,32931.63812,30473.74026
European Union,EUU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,87.3993185,88.71803363,91.87146175,93.84456837,96.34154739,96.92760173,95.35260159
European Union,EUU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,73.40692525,81.79966782,87.89906571,90.98257257
